author_name	lastname	forename	person_ID	faculty	institution	institution_long
Schweder S	Schweder	Sabine	FIS_49300	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
Voß S	NN	NN	FIS_32378	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften
Mahlau K	Mahlau	Kathrin	FIS_65739	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften
Förster G	Förster	Gabriele	FIS_49120	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Allgemeine Erziehungswissenschaft
Struwe T	NN	NN	FIS_81945	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik
Handtke S	NN	NN	FIS_70242	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Freitag S	NN	NN	FIS_45043	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
Hörnig M	Hörnig	Marie Kathrin	FIS_80677	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie
Meth R	NN	NN	FIS_75698	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie
Wittfoth C	NN	NN	FIS_57618	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie
Steinhoff P	NN	NN	FIS_69223	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Allgemeine und Systematische Zoologie
Schmoch T	NN	NN	FIS_82027	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Böttiger B	NN	NN	FIS_24238	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Papke R	NN	NN	FIS_75721	Universitätsmedizin Greifswald	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
Thies K	NN	NN	FIS_81604	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Robertis E	NN	NN	FIS_82048	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
von Bohlen und Halbach V	NN	NN	FIS_82049	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Bracke A	NN	NN	FIS_82050	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Bente K	NN	NN	FIS_82053	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Bracke K	NN	NN	FIS_82054	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
van den Brandt J	NN	NN	FIS_82056	Universitätsmedizin Greifswald	Physiologie	Institut für Physiologie
Staar D	NN	NN	FIS_82055	Universitätsmedizin Greifswald	Versuchstiere	Zentrale Service- und Forschungseinrichtung für Versuchstiere
Peters J	NN	NN	FIS_82060	Universitätsmedizin Greifswald	Versuchstiere	Zentrale Service- und Forschungseinrichtung für Versuchstiere
Harzsch S	NN	NN	FIS_82057	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum
Cernat V	NN	NN	FIS_64188	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Zieba B	NN	NN	FIS_77289	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Wolfram M	NN	NN	FIS_63558	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Atom- und Molekülphysik
Knauer S	Knauer	Stefan	FIS_45181	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Atom- und Molekülphysik
Fischer P	Fischer	Paul	FIS_72227	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Atom- und Molekülphysik
König S	König	Stephan	FIS_33603	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Atom- und Molekülphysik
Kloyer M	Kloyer	Martin	FIS_53707	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für ABWL sowie Organisation, Personalwirtschaft und Innovationsmanagement
Eibach M	NN	NN	FIS_65735	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Atom- und Molekülphysik
Malyshev A	Malyshev	Andrey	FIS_59981	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie
Weigel R	NN	NN	FIS_67738	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie
Blume-Werry G	NN	NN	FIS_74331	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie
Schwieger S	NN	NN	FIS_75726	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie
Tanneberger F	NN	NN	FIS_34396	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie
Etzold J	NN	NN	FIS_38125	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für AVWL und Landschaftsökonomie
Brüggen K	NN	NN	FIS_78445	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
Henf J	NN	NN	FIS_82647	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
Jankowski A	Jankowski	Alexander	FIS_80420	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Atom- und Molekülphysik
Eckhoff C	NN	NN	FIS_67031	Universitätsmedizin Greifswald	Rechtsmedizin	Institut für Rechtsmedizin
Brackrock D	NN	NN	FIS_53568	Universitätsmedizin Greifswald	Rechtsmedizin	Institut für Rechtsmedizin
Kenzler M	Kenzler	Michael	FIS_45094	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Regionale und Strukturgeologie
Hüneke H	Hüneke	Heiko	FIS_36435	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Regionale und Strukturgeologie
Meng S	Meng	Stefan	FIS_44948	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Paläontologie und Historische Geologie
Rother H	NN	NN	FIS_45039	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Quartärgeologie
Börner A	NN	NN	FIS_82818	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Regionale und Strukturgeologie
Weippert M	NN	NN	FIS_82850	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Lange T	NN	NN	FIS_54020	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Pagels S	NN	NN	FIS_82869	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Krüger H	NN	NN	FIS_72292	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Kolloidale Plasmen
Schütt S	Schütt	Stefan	FIS_72293	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Kolloidale Plasmen
Hannich M	NN	NN	FIS_65284	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Heidecke C	NN	NN	FIS_82981	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Heidecke C	NN	NN	FIS_82983	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Fritz A	NN	NN	FIS_82982	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Keller F	NN	NN	FIS_60885	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
Kading A	NN	NN	FIS_83016	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Liedtke K	NN	NN	FIS_83018	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Heidecke C	NN	NN	FIS_83020	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Zimmermann U	NN	NN	FIS_83033	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Martens U	NN	NN	FIS_82726	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Grenz- und Oberflächenphysik
Gieron L	NN	NN	FIS_83043	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Unger J	NN	NN	FIS_83044	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Van der Auwera S	NN	NN	FIS_83123	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Patrzyk M	NN	NN	FIS_83167	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Klee M	NN	NN	FIS_83168	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Kahlert H	Kahlert	Heike	FIS_34640	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Chemie und Umweltchemie
Sunn Pedersen T	NN	NN	FIS_83325	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Atom- und Molekülphysik
Dittmann S	Dittmann	Silvia	FIS_34839	Mathematisch-Naturwissenschaftliche Fakultät	Pharmazie	Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie
Hoff K	NN	NN	FIS_83369	Mathematisch-Naturwissenschaftliche Fakultät	Mathematik und Informatik	Institut für Mathematik und Informatik / AG Bioinformatik
Lange S	NN	NN	FIS_83370	Mathematisch-Naturwissenschaftliche Fakultät	Mathematik und Informatik	Institut für Mathematik und Informatik / AG Bioinformatik
Kocher T	NN	NN	FIS_53816	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Frenzel S	Frenzel	Stefan	FIS_80294	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Kaczynski A	Rädke	Anika	FIS_78750	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Rauch B	NN	NN	FIS_83389	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Zieba B	NN	NN	FIS_83431	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Krüger E	NN	NN	FIS_83432	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Böker J	NN	NN	FIS_83440	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Kadric L	NN	NN	FIS_83441	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Möhring A	Möhring	Anne	FIS_73469	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Frost F	Frost	Fabian	FIS_71865	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A / Notaufnahme
Gómez-Gascón L	NN	NN	FIS_83518	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
Warr L	Warr	Laurence	FIS_44963	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie
Schlüter M	NN	NN	FIS_83520	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie
Lange T	Lange	Tim	FIS_53208	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Lindenmeyer M	NN	NN	FIS_76791	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Peters B	NN	NN	FIS_85508	Universitätsmedizin Greifswald	Physiologie	Institut für Physiologie
Lendeckel J	NN	NN	FIS_80442	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Sühling M	NN	NN	FIS_80385	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Hirschmann S	NN	NN	FIS_75504	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Kluger V	NN	NN	FIS_83732	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Böhm S	NN	NN	FIS_83733	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Kakar N	NN	NN	FIS_83734	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Scherthan H	NN	NN	FIS_65819	Mathematisch-Naturwissenschaftliche Fakultät	Mathematik und Informatik	Institut für Mathematik und Informatik / AG Bioinformatik
Hertel J	NN	NN	FIS_83752	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Aghdassi A	NN	NN	FIS_84435	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Meyer K	NN	NN	FIS_65390	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Differentielle und Persönlichkeitspsychologie/Psychologische Diagnostik
Staudt A	NN	NN	FIS_78473	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Pusch A	Kosanke	Anika	FIS_64959	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Berger A	NN	NN	FIS_84512	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Allgemeine Psychologie und Forschungsmethodik
Rosenberg B	Rosenberg	Britta	FIS_80259	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Wunsch J	NN	NN	FIS_84610	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Janner H	NN	NN	FIS_84611	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Hesse T	NN	NN	FIS_73486	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Neumann N	NN	NN	FIS_56693	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Erhard K	NN	NN	FIS_56692	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Lehmann J	NN	NN	FIS_84628	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Schenk N	NN	NN	FIS_84629	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Eßer A	NN	NN	FIS_77868	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Stieglitz R	NN	NN	FIS_21339	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Görig T	NN	NN	FIS_84643	Universitätsmedizin Greifswald	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
Qadri G	NN	NN	FIS_26347	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Kirkwood K	NN	NN	FIS_84711	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Heidecke C	NN	NN	FIS_84738	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Prasser C	NN	NN	FIS_78137	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
Flessa S	NN	NN	FIS_84741	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
Krügel K	NN	NN	FIS_70519	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
