;author_name;person_ID;inst_ID;institution_long;faculty_ID;faculty;lastname;forename;institution
14259;Hesse T;73486;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
14263;Neumann N;56693;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Radiologie
14265;Erhard K;56692;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Radiologie
14271;Lehmann J;84628;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
14275;Schenk N;84629;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
14276;Eßer A;77868;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
14295;Stieglitz R;21339;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
14309;Görig T;84643;38;Institut für Hygiene und Umweltmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Hygiene und Umweltmedizin
14312;Qadri G;26347;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
14329;Kirkwood K;84711;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
14348;Heidecke C;84738;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
14365;Prasser C;78137;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
14366;Flessa S;84741;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
14367;Krügel K;70519;20;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Kinder- und Jugendmedizin
14368;Ucinski T;58892;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
14392;Gast M;84787;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
14393;Rauch B;84788;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
14404;Ngyuen Trung D;84797;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
14405;Heidecke C;84798;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
14407;Kessler W;20013;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
14428;Zehm N;21391;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;Zehm;Nadine;Klinik und Poliklinik für Augenheilkunde
14429;Kruschke S;27893;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;Kruschke;Sebastian;Klinik und Poliklinik für Augenheilkunde
14433;Koensgen D;82109;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
14465;Hartmann M;71863;26;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Kieferorthopädie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
14495;Fenske K;24975;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
14497;Van der Auwera S;85004;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
14498;Zymara K;24976;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;Zymara;Kathleen;Klinik und Poliklinik für Psychiatrie und Psychotherapie
14531;Fischer C;85071;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
14622;Nicolle K;85141;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
14625;Jelistratova I;85142;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14634;Schneider A;69313;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14655;Jessen F;21488;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14656;Spottke A;73100;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14657;Boecker H;79585;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14658;Brosseron F;79592;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14659;Buerger K;25891;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14660;Fliessbach K;73099;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14661;Heneka M;79591;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14663;Nestor P;71209;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14664;Peters O;52783;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14665;Priller J;79588;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14666;Pross V;85189;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14667;Ramirez A;52784;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14670;Wiltfang J;52851;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14671;Wolfsgruber S;74362;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14672;Wagner M;37802;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14673;Düzel E;79586;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14674;Bittner D;71437;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14678;Dichgans M;28472;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14679;Haass C;85198;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14681;Falkai P;79587;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14683;Franke C;83158;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14684;Fuentes M;85188;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14688;Kofler B;83159;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14689;Levin J;73110;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14690;Menne F;79593;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14691;Metzger C;79675;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14693;Perneczky R;71254;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14696;Schneider A;73098;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14697;Speck O;52990;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14699;Spruth E;85190;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14700;Suárez-Calvet M;85206;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14703;Westerteicher C;85192;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14706;Grothe M;85151;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
14716;Osei R;84397;345;Fachbereich Wirtschaftswissenschaften / LS für AVWL und Landschaftsökonomie;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
14721;Haberecht S;79469;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
14725;Simm S;85248;39;Institut für Bioinformatik;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Bioinformatik
14728;Simm S;85251;39;Institut für Bioinformatik;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Bioinformatik
14736;Troitzsch D;108453;218;Institut für Physik / AG Weiche Materie und Biophysik;2;Mathematisch-Naturwissenschaftliche Fakultät;Troitzsch;Daniel;Institut für Physik
14741;Eymann C;80293;15;Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
14770;Aust C;85310;338;Fachbereich Wirtschaftswissenschaften / LS für ABWL sowie Organisation, Personalwirtschaft und Innovationsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
14779;Pasewald S;19571;63;Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health;1;Universitätsmedizin Greifswald;Pasewald;Sandra;Institut für Community Medicine
14780;Wolff R;31673;63;Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health;1;Universitätsmedizin Greifswald;Wolff;Robert;Institut für Community Medicine
14783;Flieger C;50972;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;Flieger;Carolin;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
14793;Sager M;73152;232;Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
14816;Darisipudi V;78466;52;Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie;1;Universitätsmedizin Greifswald;Darisipudi;Venkata Surya Narayana Mu;Institut für Immunologie und Transfusionsmedizin
14819;Peton V;70068;52;Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Immunologie und Transfusionsmedizin
14821;Frank M;76645;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Radiologie
14822;Neumann A;76644;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Radiologie
14859;Nagel A;58299;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
14872;Speerforck S;85465;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
14875;Gautsch A;85466;25;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
14892;Weckmann F;69182;65;Institut für Community Medicine / Abt. Allgemeinmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
14909;Hellmuth M;63749;210;Institut für Mathematik und Informatik / AG Junior-Professur Informatik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
14911;Heidecke C;85491;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
